2015-12-22-11:20:52	tcp server listen 0.0.0.0:9000 
2015-12-22-11:52:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:52:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:53:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:54:58	current conn:0, QPS:0, read flux:0, write flux:0
